curso_titulo;curso_slug;curso_descricao;modulo_titulo;modulo_ordem;aula_ordem;aula_titulo;aula_subtitulo;video_url;video_tipo;aula_descricao;materiais
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Transformando O Impossivel Em Realidade;1;4;Pegar dados automaticamente na internet, sério isso?;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=90ee9ba0-8af6-4269-aeba-030caf9ce16b;panda;Sim, imagine pegar as variações de atualização monetária todo mês e jogar na sua planilha.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Transformando O Impossivel Em Realidade;1;5;Criando as referências e inserindo as informações da WEB na planilha;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=35b5899d-6563-492e-8a3a-63574761aae3;panda;Vamos para a prática. Comece a sonhar com a possibilidade de não pegar informações toda hora na internet.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Transformando O Impossivel Em Realidade;1;6;Extrair dados de PDF automaticamente. Uauuuuu...;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=775fdbc4-64b7-416d-9d13-9718a60cf580;panda;Extratos bancários, contracheques, faturas de cartão, horas extras e muito mais. A utilidade é ilimitada.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Transformando O Impossivel Em Realidade;1;7;Vendo a máquina da extração de dados PDF em funcionamento;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=fb2cbecf-f3ed-48fa-8d9c-c6063bec446a;panda;Concentre-se aqui, é importante que preste muita atenção e domine bem esse conhecimento.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Transformando O Impossivel Em Realidade;1;8;Encerramento do curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=efa6f196-3fb8-44b7-9c97-ba675f675a96;panda;Fechamos com chave de ouro. Não se esqueça, com grande conhecimento, grandes responsabilidades.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Acesse Seus Bonus Aqui;2;0;MASTERCLASS Acelerador de Cálculos;;;;Aproveite esse conteúdo com sabedoria e invista na tua profissão. Jamais deixe de acreditar em você e no teu potencial.;
Transformando o impossível em realidade;transformando-o-impossivel-em-realidade;;Acesse Seus Bonus Aqui;2;1;Planilhas modelo;;;;Aproveite esse conteúdo com sabedoria e invista na tua profissão. Jamais deixe de acreditar em você e no teu potencial.;Planilhas Bônus.zip
Exclusão do ICMS da Base PIS e COFINS;exclusao-do-icms-da-base-pis-e-cofins;;Modulo Principal;1;0;Sobre a tese e importância da matéria no país;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ae2d6074-20f4-480d-8a01-4b51cca91242;panda;Saiba a importância da tese no cenário jurídico e as principais discussões entre justiça, contribuintes e judiciário.;"Decisão CARF.pdf; Decisão STF (inteiro teor Exclusão ICMS Pis Cofins).pdf; Manifestação PGR.pdf; Material de apoio sobre a tese.pdf; Informativo Plenário STF.pdf; Modulação dos Efeitos STF.rtf"
Exclusão do ICMS da Base PIS e COFINS;exclusao-do-icms-da-base-pis-e-cofins;;Modulo Principal;1;1;Entendendo conceitos e entendimento do judiciário e Receita Federal;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=38802100-6927-4da4-8077-88e3fca69c0c;panda;Conceitos da tese sob a ótica da justiça e Receita Federal.;
Exclusão do ICMS da Base PIS e COFINS;exclusao-do-icms-da-base-pis-e-cofins;;Modulo Principal;1;2;Analisando os documento e elaborando os cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=8c55d8f6-c62d-4bed-8f33-92a400dec879;panda;Saiba como elaborar esses cálculos e analisar os documentos necessários.;Modelo Planilha de Cálculo - Exclusão ICMS PIS COFINS.xlsx
Exclusão do ICMS da Base PIS e COFINS;exclusao-do-icms-da-base-pis-e-cofins;;Modulo Principal;1;3;Como trabalhar financeiramente com essa tese;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=57c06507-857d-4884-974e-bea691eaa3b0;panda;Qual a melhor forma de fechar contratos com os clientes sobre essa tese.;
Revisão do tributos municipais e parcelamentos;revisao-do-tributos-municipais-e-parcelamentos;;Conheca As Premissas Da Tese Orientacao Stf E Calculo;1;0;Entendimento do STF sobre a tese;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=58961e19-4797-435d-9b58-5ed98824a31e;panda;Vamos discutir sobre as premissas do STF para dar validade a tese.;"Exemplo Refis.pdf; Exemplo Relatório SEFAZ.pdf"
Revisão do tributos municipais e parcelamentos;revisao-do-tributos-municipais-e-parcelamentos;;Conheca As Premissas Da Tese Orientacao Stf E Calculo;1;1;Análise de documentos e informações relevantes para cálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4376d76c-8e88-4505-b74c-d65cfff1f8d3;panda;Quais são os documentos necessários e como utilizá-los na montagem dos cálculos.;
Revisão do tributos municipais e parcelamentos;revisao-do-tributos-municipais-e-parcelamentos;;Conheca As Premissas Da Tese Orientacao Stf E Calculo;1;2;Calculando os encargos moratórios pela SELIC;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=fc6e4841-78e7-41d7-91f4-338c80d58d9c;panda;Prepara-se para começar a elaborar os cálculos limitados à taxa SELIC.;
Revisão do tributos municipais e parcelamentos;revisao-do-tributos-municipais-e-parcelamentos;;Conheca As Premissas Da Tese Orientacao Stf E Calculo;1;3;Cálculo do parcelamento do tributo de forma correta;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ed7d5cfa-906c-4334-9b79-e924da906e23;panda;Agora vamos dar números finais a essa tese e aplicar a limitação SELIC no parcelamento.;Modelo Planilha de Cálculo - Limitação SELIC.xlsx
Excusão do ICMS da base TUSD e TUST na energia elétrica;excusao-do-icms-da-base-tusd-e-tust-na-energia-eletrica;;Exclusao Icms Tusd E Tust;1;0;Analisando as faturas de energia elétrica;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=5a209b60-ea1d-40e8-ada8-60b25e132abf;panda;Parte importante do cálculo é interpretar as informações da fatura e saber como usá-las no cálculo;
Excusão do ICMS da base TUSD e TUST na energia elétrica;excusao-do-icms-da-base-tusd-e-tust-na-energia-eletrica;;Exclusao Icms Tusd E Tust;1;1;Aprenda a montar a planilha e entender a lógica do cálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=eb22f96c-5f12-438e-8e5c-5a2c1f373378;panda;Aprenda a montar a planilha e entender a lógica do cálculo.;Planilha de Cálculo TUSD e TUST.xlsx
Isenção de Imposto de Renda Pessoa Física;isencao-de-imposto-de-renda-pessoa-fisica;;Modulo De Calculo E Esclarecimentos Sobre A Tese;1;0;Conheça mais sobre a tese e estrutura de cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6d6d9eb5-b80d-4b99-af51-e84766815a89;panda;Nesta aula vamos falar sobre como elaboração a isenção do IR e formas de apurar judicialmente.;Modelo de cálculo Isenção IRPF.pdf
Isenção de Imposto de Renda Pessoa Física;isencao-de-imposto-de-renda-pessoa-fisica;;Modulo De Calculo E Esclarecimentos Sobre A Tese;1;1;Análise de documentos e informações relevantes para cálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f96b5ad9-10eb-4d27-8c39-c6d0ec943fae;panda;Vamos olhar por dentro uma declaração de imposto de renda e como dar vida aos cálculos.;
Isenção de Imposto de Renda Pessoa Física;isencao-de-imposto-de-renda-pessoa-fisica;;Modulo De Calculo E Esclarecimentos Sobre A Tese;1;2;Criando a planilha de isenção de IR para apresentar judicialmente;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f476370d-b97b-43b6-bbbf-49c5f75c0ea7;panda;Juntamos tudo que vimos neste curso até o momento e demonstramos o valor a restituir ao autor.;Modelo Planilha de Cálculo - Isenção IRPF.xls
Exclusão de verbas indenizatórias no INSS Patronal;exclusao-de-verbas-indenizatorias-no-inss-patronal;;Modulo Principal Do Curso;1;0;Conhecendo mais sobre a tese;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c5431600-4475-4485-9b65-eab6f5f4268c;panda;Qual é o fundamento desta tese de cálculo?;Documentos relevantes do cálculo.zip
Exclusão de verbas indenizatórias no INSS Patronal;exclusao-de-verbas-indenizatorias-no-inss-patronal;;Modulo Principal Do Curso;1;1;Análise de documentos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ad865ff0-df67-4689-883b-c2521216907a;panda;Saiba quais os documentos são importantes para este cálculo, bem como as informações relevantes.;
Exclusão de verbas indenizatórias no INSS Patronal;exclusao-de-verbas-indenizatorias-no-inss-patronal;;Modulo Principal Do Curso;1;2;Elaborando o recálculo do INSS Patronal;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=36fa6c4d-b2cd-4f85-83b5-5de9006ff9ec;panda;Hora de montar a planilha e apresentar as diferenças mês a mês.;"Modelo Planilha de Cálculo INSS Patronal.xlsx; Modelo de Laudo Pericial INSS Verbas Indenizatórias.doc"
Revisão do benefício PETROS;revisao-do-beneficio-petros;;Modulo De Calculo Judicial;1;1;Conhecendo os documentos e informações para elaborar o cálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=34c464e3-666c-436b-a348-9f4f26f9943a;panda;Essa é a base do cálculo.;
Revisão do benefício PETROS;revisao-do-beneficio-petros;;Modulo De Calculo Judicial;1;2;Construindo a planilhas de equiparação salarial PETROS;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=58b9288e-1e76-487a-8b77-75e9aade612b;panda;Vamos construir a planilha juntos.;Regulamento Não Repactuados.pdf
Revisão do benefício PETROS;revisao-do-beneficio-petros;;Modulo De Calculo Judicial;1;3;Realizando o cálculo das diferenças mês a mês;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f5d65442-dfb0-4923-b285-32a3f5e5c881;panda;Vamos apurar as diferenças mês a mês.;
Revisão do benefício PETROS;revisao-do-beneficio-petros;;Modulo De Calculo Judicial;1;4;Repactuação do benefício PETROS 2007 e 2012;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b4ed4615-ce7f-48e2-af1a-c7371bf1148f;panda;Como quem aderiu a repactuação influencia nos cálculos e baixe nossa planilha modelo.;Planilha de cálculo PETROS.zip
Cálculo do Benefício Saldado FUNCEF;calculo-do-beneficio-saldado-funcef;;Modulo De Calculo E Conhecimento;1;0;Explicando a tese do recalculo do Benefício Saldado;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=a93d97eb-9b28-462c-a0c6-2e0bbbb1fb69;panda;Conheça a tese e a importância desse cálculo.;
Cálculo do Benefício Saldado FUNCEF;calculo-do-beneficio-saldado-funcef;;Modulo De Calculo E Conhecimento;1;1;Analisando e interpretando os documentos FUNCEF;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cbf7df79-c7f9-4d90-9eb8-d8762cb95d10;panda;Vamos conhecer os documentos necessários para elaboração da conta.;"Documentos FUNCEF.zip; Exemplos de benefício saldado.zip"
Cálculo do Benefício Saldado FUNCEF;calculo-do-beneficio-saldado-funcef;;Modulo De Calculo E Conhecimento;1;2;Elaborando o cálculo do benefício saldado;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=5519ea98-1289-4683-aee4-9893f6e0968e;panda;Agora é mão na massa.;"Modelo de Laudo Benefício Saldado FUNCEF.pdf; Planilha de Cálculo Benefício Saldado - FUNCEF.xlsx"
Expurgos inflacionários na Reserva Matemática;expurgos-inflacionarios-na-reserva-matematica;;Modulo De Calculo;1;0;Conhecendo a tese;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e99f5412-4f3a-4d6f-b8cc-dffc97453d0d;panda;Saiba as premissas e os motivos que demanda uma ação judicial.;
Expurgos inflacionários na Reserva Matemática;expurgos-inflacionarios-na-reserva-matematica;;Modulo De Calculo;1;1;Calculando os expurgos da reserva matemática;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=dd8e5326-31f8-4c0b-b3fc-f6803349f4f7;panda;Saiba como elaborar os cálculos com a recomposição dos expurgos no saldo da conta atuarial.;"Exemplo PREVI.pdf; Planilha de Cálculo - Expurgos Reserva Matemática.xls"
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Iniciando A Jornada Nos Calculos Previdenciarios;1;0;O que esperar desse curso de formação em cálculos previdenciários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7f083ed9-219d-4239-9141-2e20ab0cd6aa;panda;A escolha certa para se tornar expert em cálculos previdenciários.;Apostila Cálculos Previdenciários I.pdf
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Iniciando A Jornada Nos Calculos Previdenciarios;1;1;Esse é o nosso ponto de partida para alcançar a expertise previdenciária;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=603fec88-7433-4bbc-a6a9-4705a240bc4a;panda;Conheça as principais siglas e palavras do mundo previdenciário.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Iniciando A Jornada Nos Calculos Previdenciarios;1;2;Documentos do INSS;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=38132d27-e8f1-42a2-8952-3b788fa118b7;panda;Precisamos aprender a analisar os documentos e interpretar as informações para o trabalho de cálculo.;"Carta de concessão com memória de Cálculo.pdf; CNIS.pdf; Extrato de pagamento INSS.pdf; INFBEN.pdf; Processo Administrativo INSS.pdf; Principais Siglas do INSS.pdf"
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Iniciando A Jornada Nos Calculos Previdenciarios;1;3;Prepare a planilha para o cálculo previdenciário;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6d0c4c75-b06a-43e3-9472-16ac033e9a86;panda;Saber quals informações e abas que precisa ter na tua planilha é fundamental para elaborar um grande cálculo.;"Correção dos Salários de Contribuição.pdf; Histórico do Salário Mínimo.pdf; Histórico do Teto de Contribuição.pdf; Relação de benefícios previdenciários.zip"
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Pela Lei 82131991;2;0;Sobre a Lei 8213/1991;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=619b7a54-2fc5-4c64-bfcf-3a0055740597;panda;Conheça as principais características desta lei e a forma de calcular as aposentadorias.;Lei 8213-1991.pdf
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Pela Lei 82131991;2;1;Cálculo da aposentadoria por tempo de serviço;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=5b67db08-03fb-4733-a943-648a375b2345;panda;Aprenda a elaborar os cálculos de benefício sob os critérios da lei 8213.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Pela Lei 82131991;2;2;Determinação de aposentadorias diversas da Lei 8213;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cc2b454d-577d-41eb-b839-f17729d5809f;panda;Calcule a RMI de todos os principais tipos de benefícios.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Sob A Lei 987699;3;0;Determinação de aposentadorias diversas da Lei 8213A Lei 9876/1999 nos cálculos previdenciários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9417a465-c89a-4ac1-8fb2-477c9204cb66;panda;Conhecendo a Lei 9876/1999 para cálculo dos beneficios previdenciários.;"Lei 9876-1999.pdf; Exemplo de Tabela de Fator Previdenciário.pdf; Tabela de Expectativa de Vida IBGE.pdf; Historico Correção Salário de Contribuição Lei 9876.pdf"
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Sob A Lei 987699;3;1;Fator previdenciário;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=20ebb646-70a5-40f3-a06f-793594c3826e;panda;"Como se calcula o fator previdenciário e sua aplicação no cálculo da aposentadoria.

Neste link você acessa todas as tábuas de mortalidade que são usadas para o cálculo do Fator Previdenciário

https://biblioteca.ibge.gov.br/index.php/biblioteca-catalogo?view=detalhes&id=73097";
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Sob A Lei 987699;3;2;Fator de transição;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=298ecd13-a09f-41e0-a25d-934cfdfc7f9c;panda;Como se calcula o fator de transição e sua aplicação no cálculo da aposentadoria.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Sob A Lei 987699;3;3;Valor da aposentadoria por tempo de serviço;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=dcf1941a-48aa-420b-9061-dbf7a62f4ff7;panda;Vamos apurar o valor da RMI por tempo de serviço na Lei 9876.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Calculo De Aposentadoria Sob A Lei 987699;3;4;Vamos apurar o valor da RMI de diversos tipos de aposentadoria na Lei 9876;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f3a21f62-d0b2-4edf-aa79-e3b59d210e64;panda;Hora de calcular o valor da aposentadoria nos principais benefícios.;Planilha de Reajuste dos Salários de Contribuição - Lei 9876.xlsx
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Reforma Previdenciaria Ec 1032019;4;0;O valor das aposentadorias depois da reforma;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4fbd71ae-1428-4d8a-bb59-0de071fa3e16;panda;Saiba como calcular o valor das aposentadoria com a entreda da Reforma da Previdência. É mais fácil que imagina.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Reforma Previdenciaria Ec 1032019;4;1;Conheça as principais regras de transição para aposentar na EC 103/2019;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=aa5fdd50-694a-452e-acaa-cd1c1a9d73a1;panda;Regras de transição na EC 103/2019.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;0;Contagem de tempo de serviço;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3a00b8f2-2220-4697-8b7e-d7944abc1d08;panda;Saiba a importância da contagem de tempo previdenciário no cálculo da aposentadoria.;Planilha para Contagem de Tempo de Serviço INSS.xlsx
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;1;Projeção dos benefícios previdenciários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e3b95e61-f9ea-4913-b0f4-90ac88bc08a0;panda;A primeira parte de um cálculo previdenciário para apurar as diferenças é saber projetar e evoluir os valores.;Tabela de Reajuste INSS desde 1958.pdf
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;3;Reajustes, proporções e 13o. salário;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=1d20d784-4939-4719-bbdc-d8532ea0a37b;panda;Todo cálculo judicial previdenciário tem que obedecer essas regras.;
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;4;Prova Final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Chegou a hora de testarmos todo nosso conhecimento adquirido neste curso e mostrar para nós mesmos que somos capazes de inicial o projeto “especialista PREVIDENCIÁRIO”.;CNIS.pdf
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;5;Prova corrigida;;;;Agora você já fez a tua parte, podemos ver juntos a resolução da prova.;Prova Final Corrigida Lei 9876.pdf
Aprenda a calcular todos os tipo de aposentadorias e benefícios - Programa I;aprenda-a-calcular-todos-os-tipo-de-aposentadorias-e-beneficios-programa-i;;Primeiros Passos Dos Calculos Judiciais;5;6;Considerações finais do curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=54102d49-dcea-481c-aae8-9e3a1a6b8065;panda;Vídeo de agradecimento e algumas ponderações importantes para elaboração de cálculos previdenciários.;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Comecando Do Jeito Certo;1;0;O que vamos ver neste curso!;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3731347f-97e4-4219-879d-d363352abe05;panda;Agora nao tem mais volta, vamos entrar pra valer nos cálculos previdenciários, mas antes gostaria de compartilhar algumas coisas com você para que saiba exatamente onde está se metendo e também para que tome muito cuidado daqui pra frente, porque quero o seu bem e sucesso sempre!;Apostila Cálculos Previdenciários II.pdf
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Comecando Do Jeito Certo;1;1;O que são revisões previdenciárias;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=28571e43-6007-430a-81fc-9f57cce6031d;panda;Entre no mundo das revisões previdenciárias. Existe milhares de cálculos te esperando.;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Comecando Do Jeito Certo;1;2;Evolução dos benefícios previdenciários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6fee528b-99fc-4601-a95d-889e7d1cfa31;panda;Nesta aula vamos demonstrar de forma segura qual é a metodologia correta de evoluir o valor do benefício ao longo do tempo trazendo para datas atuais o valor dos benefícios com DIB lá de trás. Importantíssimo!;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Comecando Do Jeito Certo;1;3;Dando vida os cálculos previdenciários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b6c9e691-b737-44f0-8973-a60abfb8e255;panda;Guia passo a passo para montagem e construção das planilhas previdenciárias.;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;0;Buraco Negro;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9c5e00b3-6dad-4123-8bf4-67ee7a153aef;panda;Nesta aula vamos entender como funciona o cálculo da RMI sobre a tese do buraco negro, bem como os seus detalhes de cálculo que muitas vezes sao mais importantes do que a própria revisão.;Reajuste Tese Buraco Negro.pdf
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;1;Buraco Verde;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c6a44984-384d-4166-81c3-6c8ae371457a;panda;Conheça a tese e a metodologia de cálculo.;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;2;Limitação ao Teto Emendas Constitucionais 20/98 e 41/03;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=dce5788b-3a8f-4010-bd7a-2280e39d0d8f;panda;Existem outros momentos em que o excedente ao teto pode ser aproveitado ao longo do período. Essa é a questão que vamos abordar nessa aula e que pode contribuir ainda mais para o valor do benefício previdenciário.;"Lei 8880-1994.pdf; Lei 8870-1994.pdf"
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;3;Invalidez precedido do auxílio doença;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=d8f78e13-2355-4ddc-a202-58d58403377e;panda;O auxílio doença tem participação importante nesta revisão, pois faz parte da base de cálculos dos salários de contribuição e tempo de contribuição.;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;4;Inclusão de tempo especial;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9cde2944-470a-4ffa-92c6-8837ae833536;panda;"Em diversas oportunidades é devida a inclusão de tempo especial na contagem total do tempo de contribuição do beneficiário. Precisamos saber como calcular esse tempo especial e qual o impacto desse cálculo no valor da RMI.

Que tal a aula?";
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;5;Teto de 20 salários Mínimos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=1c3c3dcd-d764-4015-a35c-79c94310b40e;panda;"Nesta aula vamos entender como a alteração da lei em 1989 alterou o teto de contribuição de 20 para 10 salários e as implicações que essa alteração causou nos benefício previdenciários.

Segue abaixo o histórico de reajuste do benefício INSS a partir do recálculo que é 07/1989 até 1995, depois é só pegar os reajustes padrão a partir dessa data.";Histórico de Reajuste do Teto de 20 SM.pdf
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;6;IRSM;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=528c2f18-c6f4-4661-907a-68ac6397ca28;panda;Saiba como elaborar a famosa tese do IRSM. Não é difícil!;
Domine todas as revisões previdenciárias - Programa II;domine-todas-as-revisoes-previdenciarias-programa-ii;;Principais Teses Revisionais Previdenciarias;2;7;Revisão da Vida Toda;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=44abc4d7-1b38-41a3-9399-262844f7e04b;panda;Aprenda a elaborar os cálculos da revisão da Vida Toda dominando as engrenagens do trabalho pericial previdenciário.;
